number,value,datetime_start,datetime_complete,duration,params_BATCH_SIZE,params_FEATURE_DEPTH,params_FEATURE_WIDTH,params_GRAD_CLIP_VALUE,params_LEARNING_RATE,params_N_HIDDEN,params_READOUT_DEPTH,params_READOUT_WIDTH,params_WEIGHT_DECAY,user_attrs_best_epoch,user_attrs_checkpoint_path,user_attrs_config,user_attrs_elapsed_seconds,state
14,6.89014495947049e-06,2026-03-28 06:01:49.346247,2026-03-28 06:26:16.701691,0 days 00:24:27.355444,8,1,96,0.5,0.00013526051541629767,40,4,64,1.0855418704983303e-06,219,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0014.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.00013526051541629767, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0014"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 40, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 64, ""SEED"": 20260342, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 1.0855418704983303e-06}",1467.33827475,COMPLETE
15,7.623983492521802e-06,2026-03-28 06:26:16.783570,2026-03-28 06:50:56.426356,0 days 00:24:39.642786,8,1,96,0.5,0.00010921668619921638,20,4,96,1.370286508664745e-06,213,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0015.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.00010921668619921638, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0015"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 20, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260343, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 1.370286508664745e-06}",1479.626800500002,COMPLETE
16,6.194527941261185e-06,2026-03-28 06:50:56.508427,2026-03-28 07:11:53.654837,0 days 00:20:57.146410,8,1,96,0.5,0.0009554330162453025,36,3,96,3.83340094419606e-06,220,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0016.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0009554330162453025, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0016"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 36, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 96, ""SEED"": 20260344, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 3.83340094419606e-06}",1257.129867249998,COMPLETE
17,7.017929419816937e-06,2026-03-28 07:11:53.734885,2026-03-28 07:32:31.572649,0 days 00:20:37.837764,8,1,96,1.0,0.0007371415384109682,36,3,64,4.465847014845103e-06,190,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0017.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 1.0, ""LEARNING_RATE"": 0.0007371415384109682, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0017"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 36, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 64, ""SEED"": 20260345, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 4.465847014845103e-06}",1237.8214981249985,COMPLETE
18,7.497450496884994e-06,2026-03-28 07:32:31.649930,2026-03-28 07:53:00.834475,0 days 00:20:29.184545,8,1,32,0.5,0.0011056656091057307,24,3,96,5.541886649530144e-05,206,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0018.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0011056656091057307, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0018"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 24, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 96, ""SEED"": 20260346, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 5.541886649530144e-05}",1229.167839958005,COMPLETE
19,6.7419623519526795e-06,2026-03-28 07:53:00.930116,2026-03-28 08:17:58.487240,0 days 00:24:57.557124,8,2,96,0.5,0.002785012171077625,48,3,96,5.893644248595539e-06,219,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0019.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 2, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.002785012171077625, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0019"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 48, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 96, ""SEED"": 20260347, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 5.893644248595539e-06}",1497.5407620829938,COMPLETE
20,6.739361197105609e-06,2026-03-28 08:17:58.575957,2026-03-28 08:42:10.318911,0 days 00:24:11.742954,8,1,32,0.5,0.0004868381301659726,36,3,96,5.1075210179839083e-05,213,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0020.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0004868381301659726, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0020"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 36, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 96, ""SEED"": 20260348, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 5.1075210179839083e-05}",1451.7244442499941,COMPLETE
21,6.512632353405934e-06,2026-03-28 08:42:10.416063,2026-03-28 09:19:05.779193,0 days 00:36:55.363130,8,1,96,0.5,0.0011583143973731326,40,4,96,2.2695859288772835e-06,216,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0021.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0011583143973731326, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0021"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 40, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260349, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 2.2695859288772835e-06}",2215.336983791989,COMPLETE
22,5.892688477615593e-06,2026-03-28 09:19:05.917223,2026-03-28 10:02:50.719548,0 days 00:43:44.802325,8,1,96,0.5,0.001167065449470938,44,4,96,3.7722931542229385e-06,207,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0022.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.001167065449470938, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0022"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 44, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260350, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 3.7722931542229385e-06}",2624.7491348339972,COMPLETE
23,6.994539035076741e-06,2026-03-28 10:02:50.868327,2026-03-28 10:40:24.467400,0 days 00:37:33.599073,8,1,96,0.5,0.002584845655106127,44,3,96,8.169756928071128e-06,210,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0023.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.002584845655106127, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0023"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 44, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 96, ""SEED"": 20260351, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 8.169756928071128e-06}",2253.5665181249933,COMPLETE
24,6.830515303590801e-06,2026-03-28 10:40:24.580856,2026-03-28 11:20:47.821062,0 days 00:40:23.240206,8,1,96,1.0,0.001335035070599725,32,4,64,3.410511375138862e-06,207,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0024.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 1.0, ""LEARNING_RATE"": 0.001335035070599725, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0024"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 32, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 64, ""SEED"": 20260352, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 3.410511375138862e-06}",2423.2137038329965,COMPLETE
25,6.465937076427508e-06,2026-03-28 11:20:47.913639,2026-03-28 12:01:37.955574,0 days 00:40:50.041935,8,2,96,0.5,0.0009013340476645134,44,3,96,3.7151915907069416e-05,211,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0025.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 2, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0009013340476645134, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0025"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 44, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 96, ""SEED"": 20260353, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 3.7151915907069416e-05}",2450.0199046250054,COMPLETE
26,6.9072698352101725e-06,2026-03-28 12:01:38.084465,2026-03-28 12:43:55.162039,0 days 00:42:17.077574,8,1,96,0.5,0.0006341916760009589,36,4,96,9.061028607584506e-06,219,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0026.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0006341916760009589, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0026"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 36, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260354, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 9.061028607584506e-06}",2537.034452915992,COMPLETE
27,7.031839686533203e-06,2026-03-28 12:43:55.296648,2026-03-28 13:38:16.728596,0 days 00:54:21.431948,8,1,32,0.5,0.0029349964815141754,44,4,96,1.894611332683104e-06,218,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0027.pt,"{""BATCH_SIZE"": 8, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 32, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.0029349964815141754, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0027"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 44, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 4, ""READOUT_WIDTH"": 96, ""SEED"": 20260355, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 1.894611332683104e-06}",3261.3529656659957,COMPLETE
28,7.281597845576471e-06,2026-03-28 13:38:16.918268,2026-03-28 14:04:32.249267,0 days 00:26:15.330999,16,2,64,0.5,0.00034465987689573987,48,3,96,0.0006493224511851818,208,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0028.pt,"{""BATCH_SIZE"": 16, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 2, ""FEATURE_WIDTH"": 64, ""GRAD_CLIP_VALUE"": 0.5, ""LEARNING_RATE"": 0.00034465987689573987, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0028"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 48, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 96, ""SEED"": 20260356, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 0.0006493224511851818}",1575.292735791998,COMPLETE
29,8.541441275156103e-06,2026-03-28 14:04:32.404171,2026-03-28 14:15:46.171818,0 days 00:11:13.767647,32,1,96,1.0,0.0008556382550548144,28,3,64,2.7414244155852768e-06,214,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_rnn_trial_0029.pt,"{""BATCH_SIZE"": 32, ""CORE_TYPE"": ""rnn"", ""EARLY_STOPPING_PATIENCE"": 60, ""EPOCHS"": 220, ""FEATURE_DEPTH"": 1, ""FEATURE_WIDTH"": 96, ""GRAD_CLIP_VALUE"": 1.0, ""LEARNING_RATE"": 0.0008556382550548144, ""LR_FACTOR"": 0.5, ""LR_PATIENCE"": 15, ""MIN_EPOCHS"": 90, ""MODEL_TAG"": ""optuna_rnn_trial_0029"", ""NUM_WORKERS"": 0, ""N_HIDDEN"": 28, ""PRINT_EVERY_EPOCHS"": 10, ""READOUT_DEPTH"": 3, ""READOUT_WIDTH"": 64, ""SEED"": 20260357, ""SHUFFLE"": true, ""USE_TRUE_INITIAL_OUTPUT"": true, ""VERBOSE"": false, ""WEIGHT_DECAY"": 2.7414244155852768e-06}",673.7326178749936,COMPLETE
