sample_index,sample_rmse,sample_mae,sample_max_abs_error,sample_relative_l2,model_label,model_color,checkpoint_path,max_abs_rate,mean_abs_rate,turning_points,hold_fraction,positive_fraction,negative_fraction,net_change,total_variation,variation_ratio,strain_min,strain_max,strain_range,base_label,loading_class,loading_class_label
37,0.0005790608120150864,0.00027804815908893943,0.008839607238769531,0.002104199258610606,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.5933642387390137,0.2172217220067978,3,0.018,0.44,0.487,-0.021128714084625244,0.21722173690795898,10.280878241224539,-0.05122348666191101,0.045117199420928955,0.09634068608283997,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
38,0.00037661902024410665,0.00028593456954695284,0.0030966997146606445,0.0007522787782363594,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.35943087935447693,0.21785899996757507,0,0.0,0.0,1.0,-0.21785901486873627,0.21785901486873627,0.9999999999954099,-0.21785902976989746,-1.4901161193847656e-08,0.21785901486873627,monotonic,monotonic_slow,Monotonic slow
39,0.00039507178007625043,0.00024331164604518563,0.003980875015258789,0.001419693580828607,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.44408437609672546,0.21832850575447083,1,0.002,0.518,0.474,0.024766460061073303,0.2183285355567932,8.815492202340847,-0.09678105264902115,0.02476644515991211,0.12154749780893326,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
40,0.0006358648533932865,0.0003160315682180226,0.009324431419372559,0.0021055906545370817,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.5302578210830688,0.21005967259407043,2,0.011,0.394,0.544,-0.0778818428516388,0.21005970239639282,2.6971588588863953,-0.07788185775279999,0.0011636912822723389,0.07904554903507233,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
41,0.0004922637017443776,0.0003279646625742316,0.005062699317932129,0.0016143438406288624,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.5094707012176514,0.2175646722316742,3,0.019,0.31,0.614,-0.06163415312767029,0.2175646722316742,3.5299369130208733,-0.08926741778850555,-1.4901161193847656e-08,0.08926740288734436,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
42,0.000924504769500345,0.00031997644691728055,0.016045689582824707,0.0026853408198803663,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.6746649146080017,0.21143493056297302,2,0.017,0.179,0.756,-0.12296804040670395,0.2114349603652954,1.719430184170431,-0.12296805530786514,-1.4901161193847656e-08,0.12296804040670395,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
43,0.0004853066639043391,0.00024423576542176306,0.00773012638092041,0.001755664823576808,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.6511955857276917,0.2140415906906128,2,0.011,0.553,0.398,0.0352122038602829,0.21404163539409637,6.078620816728912,-0.06095297634601593,0.035212188959121704,0.09616516530513763,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
44,0.00032460535294376314,0.00024195623700506985,0.001855611801147461,0.0006550002726726234,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.4785209596157074,0.21557195484638214,0,0.0,1.0,0.0,0.21557198464870453,0.21557198464870453,0.9999999999953612,-1.4901161193847656e-08,0.21557196974754333,0.21557198464870453,monotonic,monotonic_slow,Monotonic slow
45,0.0014371788129210472,0.00042169223888777196,0.023690342903137207,0.004708845634013414,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.7351636290550232,0.21279758214950562,3,0.04,0.371,0.533,-0.02140970528125763,0.2127975970506668,9.939305293801203,-0.09670613706111908,-1.4901161193847656e-08,0.09670612215995789,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
46,0.0010910788550972939,0.00039515268872492015,0.020082294940948486,0.0039044637233018875,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.7849782109260559,0.20447100698947906,2,0.032,0.393,0.473,-0.02922159433364868,0.20447102189064026,6.997257560590885,-0.055901482701301575,0.031723231077194214,0.08762471377849579,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
47,0.00143571721855551,0.00041407227399758995,0.02756190299987793,0.0040004439651966095,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.7711648344993591,0.20869967341423035,2,0.028,0.738,0.141,0.13035182654857635,0.20869968831539154,1.6010492053674241,-1.4901161193847656e-08,0.13035181164741516,0.13035182654857635,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
48,0.0024729648139327765,0.000546164985280484,0.04684138298034668,0.008843770250678062,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.8793472647666931,0.21079780161380768,1,0.006,0.436,0.541,-0.019285142421722412,0.21079781651496887,10.930581267919479,-0.019285157322883606,0.09575632214546204,0.11504147946834564,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
49,0.0009611340356059372,0.0004339817096479237,0.013830125331878662,0.0019136399496346712,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.6204545497894287,0.20917688310146332,0,0.009,0.0,0.964,-0.2091768980026245,0.2091768980026245,0.9999999999952194,-0.2091769129037857,-1.4901161193847656e-08,0.2091768980026245,monotonic,monotonic_fast,Monotonic fast
50,0.001415448379702866,0.00045504176523536444,0.02656877040863037,0.004360756371170282,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,1.171693205833435,0.19872088730335236,2,0.043,0.627,0.235,0.05374409258365631,0.19872088730335236,3.697539166566676,-0.015023961663246155,0.11120852828025818,0.12623248994350433,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
51,0.0005636831629090011,0.0003269519947934896,0.007248282432556152,0.0017105458537116647,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.5115270614624023,0.21203824877738953,1,0.007,0.625,0.345,0.05395983159542084,0.21203826367855072,3.9295575505950104,-1.4901161193847656e-08,0.13299903273582458,0.13299904763698578,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
52,0.000954358431044966,0.00041405504452995956,0.01586836576461792,0.003406268311664462,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.7846652865409851,0.19603313505649567,3,0.033,0.239,0.621,-0.05336114764213562,0.19603314995765686,3.6737056569448536,-0.053361162543296814,0.04054462909698486,0.09390579164028168,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
53,0.0020483597181737423,0.0006882086163386703,0.03439497947692871,0.006305472459644079,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,1.0564327239990234,0.20235992968082428,2,0.022,0.777,0.134,0.09975863993167877,0.20235992968082428,2.0284952743680655,-0.025797411799430847,0.09975862503051758,0.12555603682994843,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
54,0.002073280280455947,0.0006088170339353383,0.0346074104309082,0.005006852559745312,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.813037097454071,0.19744448363780975,2,0.071,0.819,0.033,0.16056574881076813,0.19744451344013214,1.2296801459917652,-1.4901161193847656e-08,0.16056573390960693,0.16056574881076813,mixed_complex,mixed_complex,Mixed / complex
55,0.0009016006952151656,0.00040904671186581254,0.01620650291442871,0.002924540778622031,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.6237626075744629,0.21152840554714203,1,0.018,0.496,0.429,0.03458884358406067,0.21152842044830322,6.115510046703754,-1.4901161193847656e-08,0.12305861711502075,0.12305863201618195,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
56,0.0010008913232013583,0.0004342537431512028,0.009977996349334717,0.002358693163841963,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.6823986172676086,0.21416021883487701,2,0.014,0.067,0.887,-0.16101676225662231,0.21416021883487701,1.3300492186784048,-0.1610167771577835,-1.4901161193847656e-08,0.16101676225662231,mixed_complex,mixed_complex,Mixed / complex
57,0.0009261092636734247,0.0002983595768455416,0.01645749807357788,0.0026168194599449635,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.6594210267066956,0.21190403401851654,2,0.027,0.201,0.692,-0.11811051517724991,0.21190404891967773,1.7941167100988136,-0.1181105300784111,0.007326096296310425,0.12543663382530212,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
58,0.0004380534228403121,0.00028634644695557654,0.003682732582092285,0.0012919781729578972,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.4303008019924164,0.21980197727680206,1,0.002,0.29,0.701,-0.06907343864440918,0.21980199217796326,3.182149267337394,-0.1444377303123474,-1.4901161193847656e-08,0.14443771541118622,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
59,0.0009954352863132954,0.00027765901177190244,0.019617557525634766,0.003667333861812949,best_gru,#2ca02c,/Users/jackhenry/Library/CloudStorage/OneDrive-UniversityofCambridge/Labs and Courswork/IIB Coursework/4C11/4C11_assignment_3/artifacts/checkpoints/optuna_gru_trial_0012.pt,0.6531625390052795,0.21215158700942993,3,0.024,0.517,0.387,0.00013937056064605713,0.21215160191059113,1522.2124342826958,-0.04411490261554718,0.028043851256370544,0.07215875387191772,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
0,0.26275137066841125,0.2126132845878601,0.6881667375564575,0.8492078185081482,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.5638152360916138,0.20780320465564728,2,0.085,0.252,0.565,-0.06815621256828308,0.20780321955680847,3.0489255744011525,-0.06972689926624298,9.660422801971436e-05,0.0698235034942627,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
1,0.2516237199306488,0.19257280230522156,0.5751013159751892,0.7902505993843079,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.5405545234680176,0.20860211551189423,2,0.025,0.184,0.718,-0.0857379287481308,0.2086021453142166,2.4330205821111743,-0.08573794364929199,0.016302913427352905,0.1020408570766449,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
2,0.27776989340782166,0.24248851835727692,0.6699510216712952,0.9935832023620605,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.706225574016571,0.20561565458774567,3,0.029,0.366,0.518,-0.0005443543195724487,0.20561568439006805,377.7239871520454,-0.0005443692207336426,0.0704430639743805,0.07098743319511414,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
3,0.25564712285995483,0.1883588582277298,0.6878557205200195,0.7918719053268433,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.6304978728294373,0.2093740999698639,2,0.009,0.749,0.216,0.07352741062641144,0.20937411487102509,2.847565460070332,-0.026634901762008667,0.1148158609867096,0.14145076274871826,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
4,0.16910965740680695,0.12148917466402054,0.7202252149581909,0.3658078610897064,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.694200336933136,0.2007628232240677,0,0.0,0.0,1.0,-0.20076283812522888,0.20076283812522888,0.999999999995019,-0.20076285302639008,-1.4901161193847656e-08,0.20076283812522888,monotonic,monotonic_fast,Monotonic fast
5,0.24480459094047546,0.16393721103668213,0.7893087863922119,0.7438461780548096,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.6410776972770691,0.19745376706123352,2,0.029,0.745,0.136,0.09251545369625092,0.19745378196239471,2.134278913105109,-1.4901161193847656e-08,0.11412984132766724,0.11412985622882843,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
6,0.22603550553321838,0.1612858921289444,0.6449429988861084,0.6304205656051636,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.6744264960289001,0.19424116611480713,2,0.036,0.092,0.756,-0.13188768923282623,0.19424118101596832,1.472777195084481,-0.13188770413398743,-1.4901161193847656e-08,0.13188768923282623,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
7,0.27842792868614197,0.23866134881973267,0.6335622072219849,0.9538053870201111,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.5442053079605103,0.2193910926580429,3,0.05,0.473,0.411,0.018435269594192505,0.2193911075592041,11.900618346065103,-0.07160413265228271,0.01843525469303131,0.09003938734531403,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
8,0.2328053116798401,0.2133496105670929,0.42623960971832275,0.7832981944084167,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.48431751132011414,0.21167029440402985,2,0.013,0.584,0.362,0.08588223159313202,0.21167032420635223,2.4646579423631882,-0.03106585144996643,0.08588221669197083,0.11694806814193726,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
9,0.2481563687324524,0.2108740508556366,0.5603835582733154,0.7612752318382263,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.42813268303871155,0.2157018780708313,1,0.001,0.288,0.707,-0.0649167150259018,0.2157018929719925,3.322748122461289,-0.14030931890010834,-1.4901161193847656e-08,0.14030930399894714,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
10,0.2551009953022003,0.20784814655780792,0.5617451071739197,0.8277568817138672,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.4227757155895233,0.21528348326683044,3,0.012,0.667,0.283,0.06302739679813385,0.21528349816799164,3.415712993098743,-1.4901161193847656e-08,0.09550651907920837,0.09550653398036957,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
11,0.22160501778125763,0.18068665266036987,0.5386298894882202,0.5826058983802795,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.5053877830505371,0.21861304342746735,2,0.018,0.126,0.812,-0.1456127017736435,0.21861304342746735,1.5013322379376102,-0.1456127166748047,-1.4901161193847656e-08,0.1456127017736435,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
12,0.2598564326763153,0.2209109365940094,0.5030486583709717,0.8092694282531738,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.5419999361038208,0.21164001524448395,1,0.017,0.322,0.609,-0.05056248605251312,0.21164004504680634,4.185712799461952,-0.13110128045082092,-1.4901161193847656e-08,0.13110126554965973,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
13,0.25780487060546875,0.20592834055423737,0.7728890180587769,0.8144943714141846,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.6879120469093323,0.20400647819042206,1,0.076,0.569,0.267,0.07650463283061981,0.20400650799274445,2.6665902500538157,-0.06375095248222351,0.07650461792945862,0.14025557041168213,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
14,0.2343972623348236,0.18802392482757568,0.6736637353897095,0.7629964351654053,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.661238968372345,0.20742353796958923,1,0.004,0.186,0.797,-0.09072728455066681,0.20742355287075043,2.286231246705374,-0.090727299451828,0.058348119258880615,0.14907541871070862,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
15,0.21908508241176605,0.15470390021800995,0.6737852692604065,0.5688431859016418,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.6678997874259949,0.19373033940792084,2,0.03,0.796,0.081,0.13536502420902252,0.19373036921024323,1.4311700554913305,-1.4901161193847656e-08,0.13536500930786133,0.13536502420902252,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
16,0.18218041956424713,0.14981940388679504,0.5724369883537292,0.4589367210865021,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.560373067855835,0.21004925668239594,1,0.007,0.915,0.056,0.1618543416261673,0.21004925668239594,1.2977672058142622,-0.024097472429275513,0.1618543267250061,0.18595179915428162,mixed_complex,mixed_complex,Mixed / complex
17,0.24201694130897522,0.192734494805336,0.8723893165588379,0.7011852860450745,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.9201168417930603,0.2023504078388214,2,0.029,0.633,0.232,0.09878508746623993,0.2023504227399826,2.0483903788321087,-1.4901161193847656e-08,0.10436782240867615,0.10436783730983734,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
18,0.24540981650352478,0.22983290255069733,0.512584388256073,0.8133412599563599,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.5482584238052368,0.20933890342712402,2,0.015,0.428,0.51,-0.0708245187997818,0.20933891832828522,2.9557407783753895,-0.08682352304458618,-1.4901161193847656e-08,0.08682350814342499,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
19,0.21927478909492493,0.19045007228851318,0.5265405178070068,0.5996547341346741,paper_h0_no_rate,#1f77b4,artifacts/checkpoints/08_paper_rno_h0_no_rate.pt,0.5687475204467773,0.20617105066776276,1,0.022,0.774,0.136,0.13032202422618866,0.20617108047008514,1.5820125699603147,-0.037924543023109436,0.13032200932502747,0.1682465523481369,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
