sample_index,sample_rmse,sample_mae,sample_max_abs_error,sample_relative_l2,model_label,model_color,checkpoint_path,max_abs_rate,mean_abs_rate,turning_points,hold_fraction,positive_fraction,negative_fraction,net_change,total_variation,variation_ratio,strain_min,strain_max,strain_range,base_label,loading_class,loading_class_label
10,0.0032532180193811655,0.002647513523697853,0.008387207984924316,0.010556107386946678,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.4227757155895233,0.21528348326683044,3,0.012,0.667,0.283,0.06302739679813385,0.21528349816799164,3.415712993098743,-1.4901161193847656e-08,0.09550651907920837,0.09550653398036957,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
11,0.0023481862153857946,0.0017826213734224439,0.00975733995437622,0.006173448171466589,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5053877830505371,0.21861304342746735,2,0.018,0.126,0.812,-0.1456127017736435,0.21861304342746735,1.5013322379376102,-0.1456127166748047,-1.4901161193847656e-08,0.1456127017736435,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
12,0.002864294918254018,0.002080259844660759,0.011282622814178467,0.008920257911086082,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5419999361038208,0.21164001524448395,1,0.017,0.322,0.609,-0.05056248605251312,0.21164004504680634,4.185712799461952,-0.13110128045082092,-1.4901161193847656e-08,0.13110126554965973,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
13,0.0044494750909507275,0.0031181336380541325,0.026622295379638672,0.014057425782084465,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.6879120469093323,0.20400647819042206,1,0.076,0.569,0.267,0.07650463283061981,0.20400650799274445,2.6665902500538157,-0.06375095248222351,0.07650461792945862,0.14025557041168213,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
14,0.001961564412340522,0.0015724844997748733,0.010168075561523438,0.006385171320289373,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.661238968372345,0.20742353796958923,1,0.004,0.186,0.797,-0.09072728455066681,0.20742355287075043,2.286231246705374,-0.090727299451828,0.058348119258880615,0.14907541871070862,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
15,0.003751499578356743,0.0018434756202623248,0.023997902870178223,0.009740576148033142,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.6678997874259949,0.19373033940792084,2,0.03,0.796,0.081,0.13536502420902252,0.19373036921024323,1.4311700554913305,-1.4901161193847656e-08,0.13536500930786133,0.13536502420902252,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
16,0.001670751953497529,0.0012207956751808524,0.008635938167572021,0.004208846483379602,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.560373067855835,0.21004925668239594,1,0.007,0.915,0.056,0.1618543416261673,0.21004925668239594,1.2977672058142622,-0.024097472429275513,0.1618543267250061,0.18595179915428162,mixed_complex,mixed_complex,Mixed / complex
17,0.0056230793707072735,0.002445690566673875,0.05767989158630371,0.016291504725813866,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.9201168417930603,0.2023504078388214,2,0.029,0.633,0.232,0.09878508746623993,0.2023504227399826,2.0483903788321087,-1.4901161193847656e-08,0.10436782240867615,0.10436783730983734,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
18,0.0032131050247699022,0.002440078416839242,0.009416401386260986,0.010648924857378006,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5482584238052368,0.20933890342712402,2,0.015,0.428,0.51,-0.0708245187997818,0.20933891832828522,2.9557407783753895,-0.08682352304458618,-1.4901161193847656e-08,0.08682350814342499,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
19,0.0027863753493875265,0.0018720905063673854,0.01409304141998291,0.007619950920343399,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5687475204467773,0.20617105066776276,1,0.022,0.774,0.136,0.13032202422618866,0.20617108047008514,1.5820125699603147,-0.037924543023109436,0.13032200932502747,0.1682465523481369,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
20,0.004079901613295078,0.0021183062344789505,0.047321438789367676,0.014782627113163471,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.8682458996772766,0.1937498152256012,4,0.037,0.221,0.612,-0.031318724155426025,0.19374984502792358,6.18639009878599,-0.04667730629444122,0.03455863893032074,0.08123594522476196,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
21,0.005277130287140608,0.0038844519294798374,0.02966862916946411,0.018603889271616936,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.7595121264457703,0.18202048540115356,1,0.048,0.592,0.217,0.031134411692619324,0.18202050030231476,5.846280382411015,-0.07544305920600891,0.03113439679145813,0.10657745599746704,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
22,0.010950506664812565,0.004596410784870386,0.09745907783508301,0.028127728030085564,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,1.0570287704467773,0.19396546483039856,4,0.181,0.585,0.045,0.1329735368490219,0.19396547973155975,1.4586773002084572,-1.4901161193847656e-08,0.13297352194786072,0.1329735368490219,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
23,0.0031466910149902105,0.0021956574637442827,0.010386228561401367,0.010696833953261375,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5555003881454468,0.21897177398204803,2,0.01,0.555,0.407,0.03526715934276581,0.21897177398204803,6.208942768756219,-1.4901161193847656e-08,0.09745627641677856,0.09745629131793976,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
24,0.0041133081540465355,0.0029733257833868265,0.013288736343383789,0.012092063203454018,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5878210067749023,0.21140114963054657,2,0.057,0.147,0.731,-0.10237147659063339,0.21140119433403015,2.0650400030598712,-0.10237149149179459,-1.4901161193847656e-08,0.10237147659063339,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
25,0.003290618071332574,0.002405910287052393,0.010381877422332764,0.008941704407334328,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.4619508683681488,0.21460361778736115,2,0.014,0.241,0.699,-0.1131410002708435,0.21460363268852234,1.8967804082772373,-0.13230746984481812,-1.4901161193847656e-08,0.13230745494365692,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
26,0.0037200069054961205,0.0021375154610723257,0.011191129684448242,0.012040478177368641,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.48345324397087097,0.2032444179058075,1,0.016,0.308,0.625,-0.01613938808441162,0.2032444328069687,12.59306931163525,-0.10969192534685135,-1.4901161193847656e-08,0.10969191044569016,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
27,0.004646838642656803,0.00272011524066329,0.038587093353271484,0.014515280723571777,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.8117108941078186,0.20170684158802032,2,0.033,0.312,0.551,-0.0812375396490097,0.2017068713903427,2.4829268865027547,-0.0849495530128479,-1.4901161193847656e-08,0.0849495381116867,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
28,0.004844148177653551,0.0029719166923314333,0.03574776649475098,0.014076797291636467,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.7430165410041809,0.2020135521888733,4,0.1,0.165,0.611,-0.08777198195457458,0.20201358199119568,2.301572523375899,-0.10397513210773468,-1.4901161193847656e-08,0.10397511720657349,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
29,0.0018202724168077111,0.001371225225739181,0.008487343788146973,0.0059983739629387856,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.493913859128952,0.2119446098804474,2,0.008,0.636,0.33,0.09208811819553375,0.21194462478160858,2.3015414901765934,-0.029208078980445862,0.09208810329437256,0.12129618227481842,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
30,0.0026722054462879896,0.0019639073871076107,0.015547513961791992,0.009386034682393074,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.8429139256477356,0.20877626538276672,3,0.041,0.322,0.517,-0.04870288074016571,0.20877628028392792,4.286733702539724,-0.048702895641326904,0.02436685562133789,0.0730697512626648,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
31,0.0029955150093883276,0.0021238946355879307,0.015747547149658203,0.007504829205572605,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5847960710525513,0.2101573795080185,2,0.013,0.063,0.881,-0.15886729955673218,0.2101573944091797,1.3228486604495266,-0.15886731445789337,-1.4901161193847656e-08,0.15886729955673218,mixed_complex,mixed_complex,Mixed / complex
32,0.0023255271371454,0.001936214161105454,0.009099006652832031,0.0065176477655768394,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5778670310974121,0.19889459013938904,2,0.005,0.869,0.113,0.12972606718540192,0.19889460504055023,1.5331891990124145,-0.00046910345554351807,0.12972605228424072,0.13019515573978424,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
33,0.0033713839948177338,0.002953530289232731,0.005898118019104004,0.011188438162207603,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.35512444376945496,0.22021682560443878,1,0.003,0.508,0.479,-0.01733669638633728,0.22021685540676117,12.702354040623769,-0.11877679079771042,-1.4901161193847656e-08,0.11877677589654922,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
34,0.007374638691544533,0.0028361540753394365,0.0950697660446167,0.025461534038186073,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,1.2155473232269287,0.19376900792121887,2,0.049,0.517,0.267,0.04936714470386505,0.19376902282238007,3.9250603611126906,-0.055764228105545044,0.06580385565757751,0.12156808376312256,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
35,0.0020775378216058016,0.0015370805049315095,0.008788585662841797,0.006522758398205042,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.582769513130188,0.21696099638938904,2,0.01,0.259,0.703,-0.06831006705760956,0.21696101129055023,3.1761206017320873,-0.11110587418079376,0.03152966499328613,0.1426355391740799,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
36,0.004047559108585119,0.0032756596338003874,0.011386394500732422,0.014103014022111893,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5756914615631104,0.21608658134937286,1,0.005,0.417,0.565,0.0005586147308349609,0.21608659625053406,386.8258102336897,-1.4901161193847656e-08,0.10832259058952332,0.10832260549068451,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
37,0.0025520690251141787,0.0021007962059229612,0.010467171669006348,0.009273744188249111,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5933642387390137,0.2172217220067978,3,0.018,0.44,0.487,-0.021128714084625244,0.21722173690795898,10.280878241224539,-0.05122348666191101,0.045117199420928955,0.09634068608283997,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
38,0.0013805500930175185,0.0010855913860723376,0.0058248043060302734,0.0027575837448239326,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.35943087935447693,0.21785899996757507,0,0.0,0.0,1.0,-0.21785901486873627,0.21785901486873627,0.9999999999954099,-0.21785902976989746,-1.4901161193847656e-08,0.21785901486873627,monotonic,monotonic_slow,Monotonic slow
39,0.0027734509203583,0.0022439127787947655,0.007548213005065918,0.009966417215764523,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.44408437609672546,0.21832850575447083,1,0.002,0.518,0.474,0.024766460061073303,0.2183285355567932,8.815492202340847,-0.09678105264902115,0.02476644515991211,0.12154749780893326,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
40,0.00272052432410419,0.002112179296091199,0.01012873649597168,0.009008691646158695,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5302578210830688,0.21005967259407043,2,0.011,0.394,0.544,-0.0778818428516388,0.21005970239639282,2.6971588588863953,-0.07788185775279999,0.0011636912822723389,0.07904554903507233,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
41,0.00229864614084363,0.001792782568372786,0.008279383182525635,0.007538246922194958,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5094707012176514,0.2175646722316742,3,0.019,0.31,0.614,-0.06163415312767029,0.2175646722316742,3.5299369130208733,-0.08926741778850555,-1.4901161193847656e-08,0.08926740288734436,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
42,0.003884875914081931,0.0025525789242237806,0.020701050758361816,0.011284112930297852,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.6746649146080017,0.21143493056297302,2,0.017,0.179,0.756,-0.12296804040670395,0.2114349603652954,1.719430184170431,-0.12296805530786514,-1.4901161193847656e-08,0.12296804040670395,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
43,0.002526536351069808,0.0022845196072012186,0.009267449378967285,0.009140100330114365,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.6511955857276917,0.2140415906906128,2,0.011,0.553,0.398,0.0352122038602829,0.21404163539409637,6.078620816728912,-0.06095297634601593,0.035212188959121704,0.09616516530513763,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
44,0.0013690771302208304,0.001130425138399005,0.006790280342102051,0.0027625728398561478,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.4785209596157074,0.21557195484638214,0,0.0,1.0,0.0,0.21557198464870453,0.21557198464870453,0.9999999999953612,-1.4901161193847656e-08,0.21557196974754333,0.21557198464870453,monotonic,monotonic_slow,Monotonic slow
45,0.0049952114932239056,0.0025807563215494156,0.03491377830505371,0.016366563737392426,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.7351636290550232,0.21279758214950562,3,0.04,0.371,0.533,-0.02140970528125763,0.2127975970506668,9.939305293801203,-0.09670613706111908,-1.4901161193847656e-08,0.09670612215995789,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
46,0.00410313718020916,0.0025649762246757746,0.027138710021972656,0.01468321867287159,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.7849782109260559,0.20447100698947906,2,0.032,0.393,0.473,-0.02922159433364868,0.20447102189064026,6.997257560590885,-0.055901482701301575,0.031723231077194214,0.08762471377849579,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
47,0.0049066501669585705,0.0028319363482296467,0.032549142837524414,0.013671759516000748,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.7711648344993591,0.20869967341423035,2,0.028,0.738,0.141,0.13035182654857635,0.20869968831539154,1.6010492053674241,-1.4901161193847656e-08,0.13035181164741516,0.13035182654857635,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
48,0.005966602824628353,0.0034592391457408667,0.05350387096405029,0.02133765257894993,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.8793472647666931,0.21079780161380768,1,0.006,0.436,0.541,-0.019285142421722412,0.21079781651496887,10.930581267919479,-0.019285157322883606,0.09575632214546204,0.11504147946834564,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
49,0.0026375497691333294,0.0018967282958328724,0.016039013862609863,0.0052514225244522095,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.6204545497894287,0.20917688310146332,0,0.009,0.0,0.964,-0.2091768980026245,0.2091768980026245,0.9999999999952194,-0.2091769129037857,-1.4901161193847656e-08,0.2091768980026245,monotonic,monotonic_fast,Monotonic fast
50,0.006423959042876959,0.0025498876348137856,0.07515335083007812,0.019791129976511,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,1.171693205833435,0.19872088730335236,2,0.043,0.627,0.235,0.05374409258365631,0.19872088730335236,3.697539166566676,-0.015023961663246155,0.11120852828025818,0.12623248994350433,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
51,0.0032171609345823526,0.00224060146138072,0.010819196701049805,0.00976275559514761,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.5115270614624023,0.21203824877738953,1,0.007,0.625,0.345,0.05395983159542084,0.21203826367855072,3.9295575505950104,-1.4901161193847656e-08,0.13299903273582458,0.13299904763698578,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
52,0.002739492105320096,0.0018285783007740974,0.019655942916870117,0.009777715429663658,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.7846652865409851,0.19603313505649567,3,0.033,0.239,0.621,-0.05336114764213562,0.19603314995765686,3.6737056569448536,-0.053361162543296814,0.04054462909698486,0.09390579164028168,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
53,0.0038937795907258987,0.0017020337982103229,0.04139912128448486,0.011986233294010162,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,1.0564327239990234,0.20235992968082428,2,0.022,0.777,0.134,0.09975863993167877,0.20235992968082428,2.0284952743680655,-0.025797411799430847,0.09975862503051758,0.12555603682994843,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
54,0.005673675332218409,0.002881404012441635,0.04363727569580078,0.013701599091291428,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.813037097454071,0.19744448363780975,2,0.071,0.819,0.033,0.16056574881076813,0.19744451344013214,1.2296801459917652,-1.4901161193847656e-08,0.16056573390960693,0.16056574881076813,mixed_complex,mixed_complex,Mixed / complex
55,0.004908869042992592,0.0036682328209280968,0.0187758207321167,0.015922999009490013,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.6237626075744629,0.21152840554714203,1,0.018,0.496,0.429,0.03458884358406067,0.21152842044830322,6.115510046703754,-1.4901161193847656e-08,0.12305861711502075,0.12305863201618195,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
56,0.0035908184945583344,0.0021175150759518147,0.01880359649658203,0.008462095633149147,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.6823986172676086,0.21416021883487701,2,0.014,0.067,0.887,-0.16101676225662231,0.21416021883487701,1.3300492186784048,-0.1610167771577835,-1.4901161193847656e-08,0.16101676225662231,mixed_complex,mixed_complex,Mixed / complex
57,0.003079713322222233,0.0021727296989411116,0.01946854591369629,0.008702054619789124,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.6594210267066956,0.21190403401851654,2,0.027,0.201,0.692,-0.11811051517724991,0.21190404891967773,1.7941167100988136,-0.1181105300784111,0.007326096296310425,0.12543663382530212,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
58,0.0021824853029102087,0.0015061874873936176,0.00793600082397461,0.006436938885599375,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.4303008019924164,0.21980197727680206,1,0.002,0.29,0.701,-0.06907343864440918,0.21980199217796326,3.182149267337394,-0.1444377303123474,-1.4901161193847656e-08,0.14443771541118622,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
59,0.00295948120765388,0.0020112718921154737,0.02237987518310547,0.010903175920248032,paper_h0_with_rate,#d62728,artifacts/checkpoints/08_paper_rno_h0_with_rate.pt,0.6531625390052795,0.21215158700942993,3,0.024,0.517,0.387,0.00013937056064605713,0.21215160191059113,1522.2124342826958,-0.04411490261554718,0.028043851256370544,0.07215875387191772,cyclic_or_reversing,cyclic_or_reversing,Cyclic / reversing
